signature,entropy,frequency,bug_count
"XPCCallContext::Init(XPCContext::LangType, int, JSObject*, JSObject*, XPCCallContext::WrapperInitOptions, int, unsigned int, unsigned __int64*, unsigned __int64*)",0.32754705324111943,24,2
F572062215____________________________________________,0.2581515019801053,9,1
InternalFindAtom,0.3798182324599177,32,2
"nsIFrame::InvalidateWithFlags(nsRect const&, unsigned int)",0.24005422825472644,9,4
"nsLayoutUtils::GetCrossDocParentFrame(nsIFrame const*, nsPoint*)",0.20535669374824558,7,3
@0x0 | nsZipArchive::OpenArchive(nsIFile*),0.15651746466152594,5,1
__CFStringCreateImmutableFunnel3,0.08143773176420468,2,1
"nsScriptSecurityManager::LookupPolicy(nsIPrincipal*, ClassInfoData&, int, unsigned int, ClassPolicy**, SecurityLevel*)",0.46422243039134725,164,1
js_Date,0.1290757509900526,3,1
nsObjectFrame::GetImageContainer(mozilla::layers::LayerManager*),0.0,2,1
mozilla::ipc::RPCChannel::DequeueTask::Run(),0.1290757509900526,3,1
libvlc.dll@0x6e214,0.0,1,1
"nsRuleNode::GetStyleData(nsStyleStructID, nsStyleContext*, int)",0.24427909166629716,15,2
nsNodeUtils::LastRelease(nsINode*),0.49484896955858276,114,1
"JSObject::putProperty(JSContext*, int, int (*)(JSContext*, JSObject*, int, js::Value*), int (*)(JSContext*, JSObject*, int, int, js::Value*), unsigned int, unsigned int, unsigned int, int)",0.22862461710944693,7,1
TextRunWordCache::CacheHashEntry::KeyEquals(TextRunWordCache::CacheHashKey const* const),0.5134547180009575,186,1
"nsFileInputStream::QueryInterface(nsID const&, void**)",0.12394237195584407,5,1
js_Interpret:1493,0.21051348275425724,6,1
js_Interpret:1491,0.08143773176420468,2,1
arena_avail_tree_remove,0.4877763285567674,121,2
nsParser::cycleCollection::UnmarkPurple(nsISupports*),0.08143773176420468,2,1
@0x0 | mozilla::imagelib::Decoder::Finish(),0.15651746466152594,5,1
"js_TraceScript(JSTracer*, JSScript*)",0.43008748198792796,55,1
AsyncClickHandler::Run(),0.38826021539450895,49,1
mscorwks.dll@0xbf7eb,0.5155513453525945,498,1
nsEventQueue::PutEvent(nsIRunnable*),0.4024598927911484,46,1
nsHtml5AttributeName::initializeStatics,0.4196247190945935,108,1
mozilla::layers::ContainerLayerD3D9::RenderLayer(),0.16287546352840937,4,3
"xpc::XrayWrapper<JSCrossCompartmentWrapper>::createHolder(JSContext*, JSObject*, JSObject*)",0.42296336219559877,56,2
"XPCWrappedNative::GetWrappedNativeOfJSObject(JSContext*, JSObject*, JSObject*, JSObject**, XPCWrappedNativeTearOff**)",0.5151318969905513,248,1
_moz_cairo_matrix_multiply,0.0,1,1
RtlpWaitOnCriticalSection | RtlAddAccessAllowedAce | nvlsp.dll@0x5d40,0.43392300085089947,515,1
nsContentList::PopulateSelf,0.5537680500644471,326,1
arena_chunk_init,0.323292792842581,17,2
nsCSSScanner::Next(nsCSSToken&),0.3495934675792134,34,1
F1292875159_________________________________________,0.36542110341903145,29,1
gfxContext::Translate(gfxPoint const&),0.1290757509900526,3,1
F984240032_________________________,0.46928711422984226,443,1
GetPropertyTreeChild,0.37718827417952966,31,2
rlxg.dll@0x9ef3,0.1290757509900526,3,1
je_free,0.4658784552859589,201,1
nsIDOMNode_InsertBefore,0.0,1,1
@0x0 | mozilla::gl::GLContext::MarkDestroyed(),0.0,2,1
MOZ_Z_adler32,0.42931924282557826,73,1
GetCat,0.1290757509900526,3,1
"XPCWrappedNative::Morph(XPCCallContext&, JSObject*, XPCNativeInterface*, nsWrapperCache*, XPCWrappedNative**)",0.18909255736720781,5,2
nsXPConnect::GetPrincipal,0.2984283871930509,14,2
JS_GetStringChars,0.08143773176420468,2,2
orangetoolbar.dll@0x724b,0.459878355208964,628,1
libobjc.A.dylib@0xeca0,0.0,4,1
nsAutoCompleteController::HandleDelete(int*),0.24431319529261405,8,1
"nsHttpConnectionMgr::nsHalfOpenSocket::OnTransportStatus(nsITransport*, unsigned int, unsigned __int64, unsigned __int64)",0.08143773176420468,2,2
"mozilla::plugins::PPluginInstanceParent::CallPBrowserStreamConstructor(mozilla::plugins::PBrowserStreamParent*, nsCString const&, unsigned int const&, unsigned int const&, mozilla::plugins::PStreamNotifyParent*, nsCString const&, nsCString const&, bool...",0.6450655418172818,11002,2
"PresShell::Paint(nsIView*, nsIView*, nsIWidget*, nsRegion const&, nsIntRegion const&, int, int)",0.2783782592244278,12,1
nsZipArchive::GetData,0.37252883652265306,33,2
LeaveTree,0.3519680208956171,20,3
XPCNativeSet::Mark(),0.4870258690067522,109,1
js_SrcNoteLength,0.5161376654062972,226,1
"nsRuleNode::GetStyleContent(nsStyleContext*, int)",0.18336757216618904,6,1
SetPluginParameter,0.08143773176420468,2,1
STAN_GetNSSCertificate,0.0,1,1
F_1427589130_________________,0.2239537623515629,8,1
arena_bin_nonfull_run_get,0.5424842256140392,256,1
gfxASurface::GetType(),0.17330643811371008,7,1
libflashplayer.so@0x60928f,0.0,1,1
"nsPluginHost::FindPlugins(int, int*)",0.1290757509900526,3,2
memcpy,0.11164710677317627,5,2
TextRunWordCache::CacheHashEntry::KeyEquals(TextRunWordCache::CacheHashKey const*) const,0.12483708507879698,15,2
gfxTextRun::GetAdvanceWidth,0.24431319529261405,8,1
_alloca_probe_16,0.20535669374824558,7,1
JSC::Yarr::CharacterClassConstructor::~CharacterClassConstructor(),0.0,1,1
nsCOMPtr_base::~nsCOMPtr_base() | factory_ClearEntry,0.31006234887365164,14,1
"nsSocketTransportService::CreateTransport(char const**, unsigned int, nsACString_internal const&, int, nsIProxyInfo*, nsISocketTransport**)",0.0,16,1
"js_TraceObject(JSTracer*, JSObject*)",0.3275367013663557,20,1
"nsDisplayBackground::Paint(nsDisplayListBuilder*, nsIRenderingContext*)",0.3462430356945984,24,1
"memcpy | nsCacheMetaData::SetElement(char const*, char const*)",0.3554768106851669,31,2
secmod_argParseModuleSpec,0.0,2,1
"mozilla::WebGLContext::GetCanvasLayer(nsDisplayListBuilder*, mozilla::layers::CanvasLayer*, mozilla::layers::LayerManager*)",0.0,1,1
nsEventStateManager::PostHandleEvent,0.0,1,1
mozilla::dom::indexedDB::CheckPermissionsHelper::Run(),0.08143773176420468,2,1
F_1090611750__________________,0.5198623672901981,310,1
nsXPCComponents::ClearMembers(),0.16287546352840937,4,1
WrapNative,0.2705302891314126,10,1
NewGCThing<JSString>,0.5052635692831825,146,1
nsGenericHTMLElement::GetOffsetWidth(int*),0.08143773176420468,2,1
cvtdate,0.0,1,1
FlashPlayer-10.6@0x4b7024,0.0,1,1
gfxContext::NewPath(),0.48486027957263483,260,1
"nsXULWindow::Center(nsIXULWindow*, int, int)",0.5096789859466154,225,1
"js::PropertyCache::fill(JSContext*, JSObject*, unsigned int, JSObject*, js::Shape const*, int)",0.5943817930860522,937,1
hang | WaitForMultipleObjectsEx | RealMsgWaitForMultipleObjectsEx,0.44555878869975085,390,1
QuoteString,0.5160727709763019,157,5
pt_PostNotifies,0.0,1,1
WrappedJSDyingJSObjectFinder,0.4232031970489612,51,1
IcedTeaPlugin.so@0x873c,0.1290757509900526,3,1
@0x0 | _PR_MD_PR_POLL,0.5188810546802597,352,1
DoDeletingFrameSubtree,0.08143773176420468,2,9
hang | __psynch_mutexwait,0.2370571831218092,62,1
extent_tree_ad_remove,0.56187099370711,355,1
"nsMIMEHeaderParamImpl::GetParameterInternal(char const*, char const*, char**, char**, char**)",0.08143773176420468,2,1
nsACString_internal::Finalize(),0.277347520435549,16,1
GetModuleFileNameA,0.3241056882427317,58,1
nsViewManager::~nsViewManager(),0.14597560725923098,6,1
nsCSSSelector::Reset(),0.5149251485413759,135,1
array_trace,0.5015072864933696,171,1
JSContext::delete_<js::RegExpPrivate>(js::RegExpPrivate*),0.07478392981391614,3,1
hang | F_980482081__________________,0.4674585074885148,99,1
"mozalloc_abort(char const* const) | mozalloc_handle_oom() | nsTArray_base<nsTArrayDefaultAllocator>::EnsureCapacity(unsigned int, unsigned int) | nsTArray<nsUrlClassifierLookupResult, nsTArrayDefaultAllocator>::AppendElements(unsigned int) | nsUrlClass...",0.5894657014964156,1754,1
nsAttrAndChildArray::Clear,0.1290757509900526,3,1
nsBlockFrame::GetMinWidth(nsRenderingContext*),0.3452065035101553,26,1
_moz_cairo_surface_destroy,0.36995111968140876,31,1
libfontconfig.so.1.4.4@0x1a942,0.12228807656852547,16,1
"js::gc::MarkChildren(JSTracer*, js::types::TypeObject*)",0.5295000496327565,217,1
nsStyleContext::Destroy(),0.08143773176420468,2,1
"js::gc::MarkAtomRange(JSTracer*, unsigned int, JSAtom**, char const*)",0.6070862460638492,603,2
GetPropertyByName,0.2581515019801053,9,1
"nsWindowWatcher::CalculateChromeFlags(char const*, int, int, int, int)",0.0,1,1
"@0x0 | nsBaseAppShell::OnProcessNextEvent(nsIThreadInternal*, int, unsigned int)",0.1290757509900526,3,1
js_FindClassObject,0.29997933485392225,18,2
"js::Mark(JSTracer*, void*, unsigned long)",0.3231221252578856,28,1
RtlEnterCriticalSection,0.6341647657460323,2316,15
XPCWrappedNative::FlatJSObjectFinalized(JSContext*),0.516401800741313,200,2
@0x0 | nsContentList::PopulateSelf(unsigned int),0.5537680500644471,326,1
VisitFrameSlots<ImportUnboxedStackSlotVisitor>,0.16287546352840937,4,1
libnspr4.dylib@0x21f75,0.0,1,1
"gfxDWriteShaper::InitTextRun(gfxContext*, gfxTextRun*, unsigned short const*, unsigned int, unsigned int, int)",0.16287546352840937,4,1
"nsImageFrame::DisplayAltFeedback(nsIRenderingContext&, nsRect const&, imgIRequest*, nsPoint)",0.1290757509900526,3,2
"XPCNativeInterface::NewInstance(XPCCallContext&, nsIInterfaceInfo*)",0.3929504158113112,31,1
MorphSlimWrapper,0.15651746466152594,5,1
"nsDisplayList::Sort(nsDisplayListBuilder*, int (*)(nsDisplayItem*, nsDisplayItem*, void*), void*)",0.0,1,1
operator new(unsigned int) | nsFastLoadFileReader::ReadFooter(nsFastLoadFileReader::nsFastLoadFooter*),0.3616684827453242,43,2
JSCompartment::wrap,0.45640665302968664,141,9
"nsPluginHost::TrySetUpPluginInstance(char const*, nsIURI*, nsIPluginInstanceOwner*)",0.5814465560022056,495,1
flvsniff.dll@0x50f30,0.4325782447952415,133,1
swi_filter_0001.dll@0x14915,0.38551559670125723,39,1
"UnionExpr::evaluate(txIEvalContext*, txAExprResult**)",0.4970309332975308,135,1
nsCocoaWindow::Show,0.08143773176420468,2,2
js::mjit::ic::BasePolyIC::releasePools(),0.4894160853610886,145,2
"nsObjectFrame::CreateWidget(int, int, int)",0.5555970518197388,318,1
base::MessagePumpForIO::DoRunLoop(),0.5206110823212177,235,1
nsZipArchive::BuildFileList(),0.3608206537098993,27,2
"JSScope::destroy(JSContext*, JSScope*)",0.4084100051321744,35,1
F_243651960___________________,0.4109720267945281,41,1
"txNameTest::matches(txXPathNode const&, txIMatchContext*)",0.44356933030128115,60,1
"nsAString_internal::Assign(unsigned short const*, unsigned int)",0.21051348275425724,6,1
BCMapCellInfo::SetColumn(int),0.1290757509900526,3,1
UnmarkGrayChildren,0.2239537623515629,8,1
"mozilla::FrameLayerBuilder::DrawThebesLayer(mozilla::layers::ThebesLayer*, gfxContext*, nsIntRegion const&, nsIntRegion const&, void*)",0.5593676613850843,421,1
js::LifoAlloc::getOrCreateChunk(unsigned int),0.3833184937686241,30,1
PostMessageEvent::Run(),0.3856371705241916,41,1
"nsJSObjWrapper::NP_GetProperty(NPObject*, void*, _NPVariant*)",0.30135541717558345,13,1
sqlite3BtreeBeginTrans,0.06606865028586992,4,1
nsDocShell::SetupNewViewer(nsIContentViewer*),0.3776920259618302,41,6
imtcui.dll@0x2038c,0.22862461710944693,7,1
"js::RunScript(JSContext*, JSScript*, JSStackFrame*)",0.20535669374824558,7,1
chromehang | CreateFileMappingA,0.0,1,1
nsAttrName::ReleaseInternalName(),0.4844381335156651,119,1
@0x0 | datamngr.dll@0x1b661,0.5597617144253467,1788,1
nsStyleContext::GetStyleDisplay(),0.583131765602639,735,1
"nsLoadGroup::AddRequest(nsIRequest*, nsISupports*)",0.18411607863832752,14,1
atidxx32.dll@0x3e543,0.20539045559481234,12,1
"nsBlockFrame::DoReflowInlineFrames(nsBlockReflowState&, nsLineLayout&, nsLineList_iterator, nsFlowAreaRect&, int&, nsFloatManager::SavedState*, int*, LineReflowStatus*, int)",0.18909255736720781,5,1
_moz_cairo_surface_create_similar,0.15003851475250876,7,2
nsINode::doInsertChildAt,0.0,1,1
"nsPluginHost::InstantiateFullPagePlugin(char const*, nsIURI*, nsIPluginInstanceOwner*, nsIStreamListener**)",0.5102147211012996,158,1
"nsIFrame::GetOffsetToCrossDoc(nsIFrame const*, int)",0.5738866060667462,366,1
mozilla::plugins::parent::_forceredraw,0.3130315833056093,299,3
hang | CreateFileMappingA,0.557539557594829,1236,2
nsIDocument::GetContainer(),0.29880721998890913,23,1
WillDeadlock,0.2239537623515629,8,3
nsFrame::DidSetStyleContext(nsStyleContext*),0.5615937022345816,551,1
TraceRecorder::record_NativeCallComplete(),0.3202244029417496,19,2
nsBufferedOutputStream::Finish(),0.12215659764630703,4,1
nsDocShell::FirePageHideNotification(int),0.14597560725923098,6,1
"js_SetPropertyHelper(JSContext*, JSObject*, int, unsigned int, js::Value*, int)",0.2783782592244278,12,1
JSObject::isWrapper(),0.54820641562611,1102,1
"js::DefaultValue(JSContext*, JSObject*, JSType, js::Value*)",0.4053485609958623,68,2
nsRefPtr<nsSVGFEMorphologyElement>::~nsRefPtr<nsSVGFEMorphologyElement>() | nsInvalidPluginTag::~nsInvalidPluginTag(),0.0,1,1
FinalizeObject,0.42511925387908045,48,1
arena_dalloc | free | nsAutoArrayPtr<gfxTextRun::DetailedGlyph>::~nsAutoArrayPtr<gfxTextRun::DetailedGlyph>(),0.08143773176420468,4,1
js::gc::Mark<JSObject>,0.2542427427785716,10,1
NSC_GetTokenInfo,0.0,1,1
"nsEventStateManager::SetClickCount(nsPresContext*, nsMouseEvent*, nsEventStatus*)",0.2961803820864437,19,1
F_153412292_______________________,0.0,1,1
js::GCMarker::drainMarkStack,0.471238233176177,88,1
nsGenericElement::SaveSubtreeState(),0.48771495178609225,87,1
AppleIntelGMAX3100GLDriver@0x2a920,0.17117081920971364,31,1
nsJSCID::GetService(nsISupports**),0.05384568381547043,50,1
hang | __semwait_signal,0.17555035573029315,8,1
"js_ConcatStrings(JSContext*, JSString*, JSString*)",0.4545641865855491,86,2
XPCJSStackFrame::`vector deleting destructor''(unsigned int),0.2902766642697591,35,1
sse2_composite_over_8888_8888,0.1290757509900526,3,1
"js::Shape::getChild(JSContext*, js::Shape const&, js::Shape**)",0.39444925111545365,35,1
hang | F350294125____________________________________________________,0.6370393747791826,9000,1
remove_token_certs,0.08143773176420468,2,1
nsImageLoadingContent::OnStartContainer,0.4627739994425032,140,1
nsRuleNode::Transition,0.08143773176420468,2,1
GetPropA,0.1290757509900526,3,1
RtlNtStatusToDosErrorNoTeb,0.1290757509900526,3,1
"nsRegion::SubRect(nsRegion::nsRectFast const&, nsRegion&, nsRegion&)",0.5210950524079093,172,1
JS_RestoreFrameChain,0.3857132613131903,31,6
hang | F_1644221920___________________________________,0.5802851867904205,761,1
"mozilla::plugins::PStreamNotifyParent::Send__delete__(mozilla::plugins::PStreamNotifyParent*, short const&)",0.24431319529261405,8,3
"nsWindow::ProcessMessage(unsigned int, unsigned int&, long&, long*)",0.5306282740743428,241,3
"mozalloc_abort(char const* const) | mozalloc_handle_oom() | nsEventDispatcher::CreateEvent(nsPresContext*, nsEvent*, nsAString_internal const&, nsIDOMEvent**)",0.5789925474754432,541,1
RtlAcquireSRWLockShared,0.07478392981391614,3,1
PaintBackgroundLayer,0.0,2,1
fillInCell,0.2239537623515629,8,2
Flash Player@0x39d6ee,0.07478392981391614,3,1
js::Interpret,0.35492455337607776,63,8
js::LoopProfile::decide(JSContext*),0.26454015627689054,28,1
"mozalloc_abort(char const* const) | mozalloc_handle_oom() | nsHtml5Tokenizer::stateLoop(int, unsigned short, int, unsigned short*, int, int, int)",0.20535669374824558,7,1
bilinear_interpolate_line_sse2,0.2239537623515629,8,1
_moz_pixman_image_create_bits,0.27622804337050455,19,1
libc-2.14.90.so@0x36285,0.2542427427785716,10,1
"nsFrameSelection::ConstrainFrameAndPointToAnchorSubtree(nsIFrame*, nsPoint&, nsIFrame**, nsPoint&)",0.08143773176420468,2,1
nsThread::ProcessNextEvent,0.2336913536903053,36,2
nsTArray_base::UsesAutoArrayBuffer(),0.0,1,1
nsThread::ThreadFunc(void*),0.08143773176420468,2,1
flash asset.x32@0x72340,0.338377484710453,28,1
xpavgtbapi.dll@0xe5a4,0.3195499478641882,25,1
js::RegExp::decref(JSContext*),0.08143773176420468,2,1
"js::MonitorLoopEdge(JSContext*, unsigned int&, js::RecordReason)",0.370563414050595,34,3
nsUrlClassifierDBServiceWorker::FinishUpdate(),0.0,1,1
nsCounterManager::AddCounterResetsAndIncrements(nsIFrame*),0.2794636394712066,19,2
js::types::TypeSet::hasType(js::types::Type),0.5721851877750168,414,1
"JSC::Yarr::execute(JSC::Yarr::YarrCodeBlock&, wchar_t const*, unsigned int, unsigned int, int*)",0.601919081560302,3209,2
Flash Player@0x3ce8a5,0.0,1,1
nsTextInputListener::EditAction(),0.2581515019801053,9,1
"XPCConvert::JSObject2NativeInterface(XPCCallContext&, void**, JSObject*, nsID const*, nsISupports*, unsigned int*)",0.5173067472707135,255,1
dct_8x8_inv_16s,0.12394237195584407,5,2
nsCSSCompressedDataBlock::MapRuleInfoInto(nsRuleData*),0.47735061527201916,120,1
HandleEvent,0.18909255736720781,5,3
nsDocShell::ConfirmRepost(int*),0.3912682066869431,39,1
nsGlobalWindow::GetLocalStorage,0.0,1,2
libsystem_c.dylib@0x27d91,0.08143773176420468,2,2
"GetPropCompiler::reset(js::mjit::ic::Repatcher&, js::mjit::ic::PICInfo&)",0.5098973885499909,141,2
libpthread-2.11.1.so@0x93c4,0.18336757216618904,6,1
CFileOpenBrowser::_CleanupDialog(int),0.08143773176420468,2,1
JSCGObjectList::finish(JSObjectArray*),0.44598127075308824,51,1
objc_msgSend | IdleTimerVector,0.21663493325292732,17,2
mozalloc_abort(char const* const) | NS_DebugBreak_P | mozilla::plugins::PluginInstanceChild::ShowPluginFrame(),0.2542427427785716,10,1
NSSRWLock_LockRead_Util,0.2581515019801053,9,2
nsRuleNode::GetVisibilityData(nsStyleContext*),0.5615937022345816,551,1
"nsBufferedStream::Seek(int, __int64)",0.18336757216618904,6,1
NetworkBrowser::closeNode(__NWNode*),0.23184183509252804,28,1
F_1735567501__________________________________________,0.4890380595504957,231,1
_pr_poll_with_poll,0.0,1,1
arena_dalloc_small | arena_dalloc | free | PL_DHashFreeTable,0.4011234509234672,46,1
objc_msgSend | MultiClutchInputManager@0x1f25,0.0,1,1
sblsp.dll@0x6988,0.38470159710647756,44,1
js_ReportOutOfMemory(JSContext*),0.497906739848534,228,1
mozilla::plugins::PluginInstanceParent::BackgroundDescriptor,0.16287546352840937,4,1
nestegg_free_packet | PacketQueue::Reset(),0.23795519642573065,10,1
"nsBulletFrame::GetListItemText(nsStyleList const&, nsString&)",0.22862461710944693,7,1
GetPropW,0.2719494049073108,20,1
"NSPROVIDER::NSPLookupServiceBegin(_WSAQuerySetW*, _WSAServiceClassInfoW*, unsigned long, void**)",0.18909255736720781,5,1
"imgRequestProxy::OnStopRequest(nsIRequest*, nsISupports*, unsigned int, int)",0.0,1,1
"_cairo_dwrite_scaled_show_glyphs(void*, _cairo_operator, _cairo_pattern const*, _cairo_surface*, int, int, int, int, unsigned int, unsigned int, cairo_glyph_t*, int, _cairo_region*, int*)",0.0,1,2
WrappedNativeProtoMarker,0.5158240743662884,147,3
xul.dll@0x16becd,0.18909255736720781,5,1
js_NewStringCopyN,0.08143773176420468,2,2
"libunwind::CFI_Parser<libunwind::LocalAddressSpace>::parseInstructions(libunwind::LocalAddressSpace&, unsigned int, unsigned int, libunwind::CFI_Parser<libunwind::LocalAddressSpace>::CIE_Info const&, unsigned int, libunwind::CFI_Parser<libunwind::Local...",0.0,1,1
"js::LoopProfile::profileOperation(JSContext*, JSOp)",0.26454015627689054,28,1
"nsGenericHTMLElement::AfterSetAttr(int, nsIAtom*, nsAString_internal const*, int)",0.08143773176420468,2,1
GetRealWindowOwner,0.38526817990696266,176,2
npswf32.dll@0xd856b,0.2542427427785716,10,1
compileBranch,0.44487823346977784,193,1
"mozalloc_abort(char const* const) | NS_DebugBreak_P | mozilla::ipc::RPCChannel::DebugAbort(char const*, int, char const*, char const*, char const*, bool)",0.6016738544465943,5242,1
gfxWindowsSurface::`vector deleting destructor''(unsigned int),0.0,1,1
FindFunArgs,0.5244681391850516,301,1
"_cairo_dwrite_manual_show_glyphs_on_d2d_surface(void*, _cairo_operator, _cairo_solid_pattern const*, cairo_glyph_t*, int, _cairo_dwrite_scaled_font*, _cairo_clip*)",0.32613404942227164,165,1
js_DeepBail(JSContext*),0.3053324575187586,25,2
"nsTextFrameUtils::TransformText(unsigned char const*, unsigned int, unsigned char*, nsTextFrameUtils::CompressionMode, unsigned char*, gfxSkipCharsBuilder*, unsigned int*)",0.24431319529261405,8,1
nsDiskCacheStreamIO::FlushBufferToFile(),0.34158148468183713,34,1
libSystem.B.dylib@0x42b0,0.0,1,2
"nsOverflowClipWrapper::WrapItem(nsDisplayListBuilder*, nsDisplayItem*)",0.34910647034150416,26,1
do_QueryFrame::operator<nsIScrollableFrame> nsIScrollableFrame*(),0.34835913565863286,22,2
mozilla::WebGLContext::MakeContextCurrent(),0.08143773176420468,2,1
JSScript::numNotes(),0.4264940893016437,66,1
pkix_Throw,0.05293635161491743,6,1
"XPCConvert::NativeData2JS(XPCLazyCallContext&, unsigned __int64*, void const*, nsXPTType const&, nsID const*, JSObject*, unsigned int*)",0.20328534228552578,23,1
nsHttpsHandler::GetProtocolFlags(unsigned int*),0.0,1,1
"FinalizeArenaList<JSObject, &FinalizeObject>",0.28979768428740643,21,1
BitmapRealization::BatchTracker::~BatchTracker(),0.2167242300219577,13,1
JSCompartment::finalizeObjectArenaLists,0.18909255736720781,5,1
js_NewGCThing,0.33287370246189923,17,2
WSAStartup,0.0,1,1
mozilla::net::CallOnStop::Run(),0.3726994877327629,48,2
FreeEEInfoChain(tagExtendedErrorInfo*),0.31614494821299277,23,1
mozalloc_abort(char const* const) | NS_DebugBreak_P | mozilla::layers::ReadbackManagerD3D10::~ReadbackManagerD3D10(),0.3838106237523072,140,1
nsObjectFrame::IsTransparentMode(),0.38712797208364713,91,1
"XPCConvert::NativeData2JS(XPCCallContext&, unsigned __int64*, void const*, nsXPTType const&, nsID const*, JSObject*, unsigned int*)",0.08143773176420468,2,1
"UnlockEnumerator(imgIRequest*, unsigned int, void*)",0.4249837758905348,57,1
"nsTObserverArray_base::AdjustIterators(unsigned int, int)",0.21051348275425724,6,1
TimerThread::Run,0.08143773176420468,2,1
"mozalloc_abort(char const* const) | mozalloc_handle_oom() | nsTextFragment::Append(wchar_t const*, unsigned int, bool)",0.0,3,1
RtlUlonglongByteSwap,0.2685597262660636,40,1
JS_GetGlobalForObject,0.3837307468735482,39,2
_eFOGetName,0.0,1,1
RtlAnsiStringToUnicodeString,0.08143773176420468,2,1
"nsFrameList::InsertFrames(nsIFrame*, nsIFrame*, nsFrameList&)",0.5118232939605165,155,1
"JSC::X86Assembler::movl_i32m(int, int, JSC::X86Registers::RegisterID)",0.21051348275425724,6,1
"nsDisplayBackground::GetOpaqueRegion(nsDisplayListBuilder*, int*)",0.4579471817445145,61,1
nvwgf2um.dll@0xe1edf,0.0,1,1
"js::Invoke(JSContext*, js::CallArgs const&, unsigned int)",0.39765011138711664,94,1
memcpy | F_826626007_________________,0.5106308653146047,409,1
@0x0 | mozilla::plugins::parent::_forceredraw,0.3130315833056093,299,2
XPT_DestroyArena,0.4425510315746731,112,1
nssCertificateStore_Lock,0.4508240450019345,60,1
nsCOMPtr_base::assign_with_AddRef(nsISupports*) | FreeFactoryEntries,0.31006234887365164,14,1
Flash Player@0x38bc5f,0.08143773176420468,2,1
"nsHtml5Tokenizer::stateLoop(int, wchar_t, int, wchar_t*, int, int, int)",0.33433353088813644,24,1
_cairo_user_data_array_fini,0.3978338284992923,37,2
ssl3_SendRecord,0.08143773176420468,2,1
"nsEventDispatcher::DispatchDOMEvent(nsISupports*, nsEvent*, nsIDOMEvent*, nsPresContext*, nsEventStatus*)",0.23795519642573065,10,1
js_CloseIterator,0.48051816703178224,85,1
ArgToRootedString,0.24005422825472644,9,1
nsScrollPortView::IncrementalScroll(),0.3395892337443097,18,4
"nsBlockFrame::DoRemoveFrame(nsIFrame*, unsigned int)",0.21051348275425724,6,1
InterlockedIncrement,0.295211777645242,16,1
nsHTMLReflowMetrics::UnionOverflowAreasWithDesiredBounds(),0.0,1,1
dosprintf,0.36640688568898855,42,1
nsScriptSecurityManager::PopContextPrincipal(JSContext*),0.0,1,1
js_Enumerate,0.27076929769518254,14,4
libc-2.11.1.so@0x33a75,0.20535669374824558,7,1
ARGB32_image_mark,0.0,1,1
PK11_IsDisabled,0.4841981393578358,306,1
js_CheckForStringIndex,0.5761225785020988,398,6
hang | CreateEventExW,0.5205354252186137,3887,1
nsWebSocketEstablishedConnection::Close(),0.3715596511741839,32,2
JSC::X86Assembler::linkJump,0.0,1,1
_callHook,0.08143773176420468,2,1
nsCxPusher::Pop(),0.0,1,1
array_toString_sub,0.24431319529261405,8,1
nsIContent::Tag(),0.39132294876127344,54,2
"nsAuthSSPI::GetNextToken(void const*, unsigned int, void**, unsigned int*)",0.0,1,1
Resize,0.33030803199807185,23,1
nsContentUtils::CanCallerAccess(nsPIDOMWindow*),0.18909255736720781,5,2
FinalizeArenaList<JSObject_Slots4>,0.45763861787591864,127,1
"nsAString_internal::ReplacePrepInternal(unsigned int, unsigned int, unsigned int, unsigned int)",0.35685543744125026,41,2
DocumentViewerImpl::SetMinFontSize,0.0,1,1
IMLLib@0x3fd52,0.0,1,2
nppl3260.dll@0x3c17,0.0,1,1
nsCSSCompressedDataBlock::MapRuleInfoInto(nsRuleData*) const,0.0,1,1
NPP_DestroyStream,0.4834111576863188,102,2
hang | F439765286_____________________________________________________,0.6370393747791826,9000,1
malloc_rtree_set | chunk_alloc,0.0,1,1
"PL_DHashTableOperate | nsScriptSecurityManager::LookupPolicy(nsIPrincipal*, ClassInfoData&, int, unsigned int, ClassPolicy**, SecurityLevel*)",0.395271117321291,50,2
"XPCWrappedNative::GetNewOrUsed(XPCCallContext&, nsISupports*, XPCWrappedNativeScope*, XPCNativeInterface*, int, XPCWrappedNative**)",0.08143773176420468,2,1
fastcopy_I,0.6050176129593775,1274,8
"nsXPConnect::GetPrincipal(JSObject*, int)",0.2984283871930509,14,4
@0x0 | nsProxyObjectCallInfo::Run(),0.32446288507068877,20,1
ageSelectionCallback,0.32575092705681874,16,1
arena_dalloc_small | arena_dalloc | free | js::GCHelperThread::doSweep(),0.45503682947519036,105,1
nsPluginInstanceOwner::GetInstance,0.0,1,1
"nsHyperTextAccessible::GetChildOffset(nsAccessible*, int)",0.08143773176420468,2,1
PR_GetEnv,0.1290757509900526,3,1
nsNPAPIPluginInstance::Stop(),0.35706513009452634,27,1
nsHtml5TreeOpExecutor::RunScript(nsIContent*),0.12215659764630703,4,1
orangetoolbar.dll@0x6eb3,0.459878355208964,628,1
JS_HashTableEnumerateEntries,0.08143773176420468,2,1
DEBUG_CheckWrapperThreadSafety(XPCWrappedNative const*),0.2669214038944282,11,1
free | nsPluginInstanceOwner::~nsPluginInstanceOwner(),0.2669214038944282,11,3
"nsPrefBranch::NotifyObserver(char const*, void*)",0.0,1,1
nsNodeUtils::ParentChainChanged,0.07478392981391614,3,1
